"","Codes","Description","unit","Periodicity","start","last value","source"
"2293","20776"," Average interest rate of earmarked new credit operations - Households - BNDES funds - Fixed capital investment"," % p.y."," M"," 03/01/2011"," feb/2016"," BCB"
"2294","20777"," Average interest rate of earmarked new credit operations - Households - BNDES funds - Agroindustry"," % p.y."," M"," 03/01/2011"," feb/2016"," BCB"
"2295","20778"," Average interest rate of earmarked new credit operations - Households - BNDES funds - Total"," % p.y."," M"," 03/01/2011"," feb/2016"," BCB"
"2296","20779"," Average interest rate of earmarked new credit operations - Households - Microcredit - Consumers"," % p.y."," M"," 03/01/2011"," feb/2016"," BCB"
"2297","20780"," Average interest rate of earmarked new credit operations - Households - Microcredit - Entrepreneurs"," % p.y."," M"," 03/01/2011"," feb/2016"," BCB"
"2298","20782"," Average interest rate of earmarked new credit operations - Households - Microcredit - Total"," % p.y."," M"," 03/01/2011"," feb/2016"," BCB"
"2299","20783"," Average spread of new credit operations - Total"," p.p."," M"," 03/01/2011"," feb/2016"," BCB"
"2300","20784"," Average spread of new credit operations - Non-financial corporations - Total"," p.p."," M"," 03/01/2011"," feb/2016"," BCB"
"2301","20785"," Average spread of new credit operations - Households - Total"," p.p."," M"," 03/01/2011"," feb/2016"," BCB"
"2302","20786"," Average spread of nonearmarked new credit operations - Total"," p.p."," M"," 03/01/2011"," feb/2016"," BCB"
"2303","20787"," Average spread of nonearmarked new credit operations - Non-financial corporations - Total"," p.p."," M"," 03/01/2011"," feb/2016"," BCB"
"2304","20809"," Average spread of nonearmarked new credit operations - Households - Total"," p.p."," M"," 03/01/2011"," feb/2016"," BCB"
"2305","20825"," Average spread of earmarked new credit operations - Total"," p.p."," M"," 03/01/2011"," feb/2016"," BCB"
"2306","20826"," Average spread of earmarked new credit operations - Non-financial corporations - Total"," p.p."," M"," 03/01/2011"," feb/2016"," BCB"
"2307","20837"," Average spread of earmarked new credit operations - Households - Total"," p.p."," M"," 03/01/2011"," feb/2016"," BCB"
"2308","20852"," Average term to maturity of new credit operations - Total"," Months"," M"," 03/01/2011"," feb/2016"," BCB"
"2309","20853"," Average term to maturity of new credit operations - Non-financial corporations - Total"," Months"," M"," 03/01/2011"," feb/2016"," BCB"
"2310","20854"," Average term to maturity of new credit operations - Households - Total"," Months"," M"," 03/01/2011"," feb/2016"," BCB"
"2311","20855"," Average term to maturity of nonearmarked new credit operations - Total"," Months"," M"," 03/01/2011"," feb/2016"," BCB"
"2312","20856"," Average term to maturity of nonearmarked new credit operations - Non-financial corporations - Total"," Months"," M"," 03/01/2011"," feb/2016"," BCB"
"2313","20857"," Average term to maturity of nonearmarked new credit operations - Non-financial corporations - Discount of trade bills"," Months"," M"," 03/01/2011"," feb/2016"," BCB"
"2314","20858"," Average term to maturity of nonearmarked new credit operations - Non-financial corporations - Discount of checks"," Months"," M"," 03/01/2011"," feb/2016"," BCB"
"2315","20859"," Average term to maturity of nonearmarked new credit operations - Non-financial corporations - Discount of credit card bills"," Months"," M"," 03/01/2011"," feb/2016"," BCB"
"2316","20860"," Average term to maturity of nonearmarked new credit operations - Non-financial corporations - Working capital up to 365 days"," Months"," M"," 03/01/2011"," feb/2016"," BCB"
"2317","20861"," Average term to maturity of nonearmarked new credit operations - Non-financial corporations - Working capital over 365 days"," Months"," M"," 03/01/2011"," feb/2016"," BCB"
"2318","20862"," Average term to maturity of nonearmarked new credit operations - Non-financial corporations - Working capital revolving credit"," Months"," M"," 03/01/2011"," feb/2016"," BCB"
"2319","20863"," Average term to maturity of nonearmarked new credit operations - Non-financial corporations - Working capital total"," Months"," M"," 03/01/2011"," feb/2016"," BCB"
"2320","20864"," Average term to maturity of nonearmarked new credit operations - Non-financial corporations - Vehicles financing"," Months"," M"," 03/01/2011"," feb/2016"," BCB"
"2321","20865"," Average term to maturity of nonearmarked new credit operations - Non-financial corporations - Other goods financing"," Months"," M"," 03/01/2011"," feb/2016"," BCB"
"2322","20866"," Average term to maturity of nonearmarked new credit operations - Non-financial corporations - Vehicles and other goods financing"," Months"," M"," 03/01/2011"," feb/2016"," BCB"
"2323","20867"," Average term to maturity of nonearmarked new credit operations - Non-financial corporations - Vehicles leasing"," Months"," M"," 03/01/2011"," feb/2016"," BCB"
"2324","20868"," Average term to maturity of nonearmarked new credit operations - Non-financial corporations - Other goods leasing"," Months"," M"," 03/01/2011"," feb/2016"," BCB"
"2325","20869"," Average term to maturity of nonearmarked new credit operations - Non-financial corporations - Vehicles and other goods leasing"," Months"," M"," 03/01/2011"," feb/2016"," BCB"
"2326","20870"," Average term to maturity of nonearmarked new credit operations - Non-financial corporations - Vendor"," Months"," M"," 03/01/2011"," feb/2016"," BCB"
"2327","20871"," Average term to maturity of nonearmarked new credit operations - Non-financial corporations - Compror"," Months"," M"," 03/01/2011"," feb/2016"," BCB"
"2328","20872"," Average term to maturity of nonearmarked new credit operations - Non-financial corporations - Credit card financing"," Months"," M"," 03/01/2011"," feb/2016"," BCB"
"2329","20873"," Average term to maturity of nonearmarked new credit operations - Non-financial corporations - Advances on exchange contracts"," Months"," M"," 03/01/2011"," feb/2016"," BCB"
"2330","20874"," Average term to maturity of nonearmarked new credit operations - Non-financial corporations - Imports financing"," Months"," M"," 03/01/2011"," feb/2016"," BCB"
"2331","20875"," Average term to maturity of nonearmarked new credit operations - Non-financial corporations - Exports financing"," Months"," M"," 03/01/2011"," feb/2016"," BCB"
"2332","20876"," Average term to maturity of nonearmarked new credit operations - Non-financial corporations - Foreign on lendings"," Months"," M"," 03/01/2011"," feb/2016"," BCB"
"2333","20877"," Average term to maturity of nonearmarked new credit operations - Non-financial corporations - Other nonearmarked credit instruments"," Months"," M"," 03/01/2011"," feb/2016"," BCB"
"2334","20878"," Average term to maturity of nonearmarked new credit operations - Households - Total"," Months"," M"," 03/01/2011"," feb/2016"," BCB"
"2335","20879"," Average term to maturity of nonearmarked new credit operations - Households - Personal credit"," Months"," M"," 03/01/2011"," feb/2016"," BCB"
"2336","20880"," Average term to maturity of nonearmarked new credit operations - Households - Personal credit - renegotiation"," Months"," M"," 03/01/2011"," feb/2016"," BCB"
"2337","20881"," Average term to maturity of nonearmarked new credit operations - Households - Payroll-deducted personal loans - Private sector employees"," Months"," M"," 03/01/2011"," feb/2016"," BCB"
"2338","20882"," Average term to maturity of nonearmarked new credit operations - Households - Payroll-deducted personal loans - Public sector employees"," Months"," M"," 03/01/2011"," feb/2016"," BCB"
"2339","20883"," Average term to maturity of nonearmarked new credit operations - Households - Payroll-deducted personal loans - Retirees and pensioners"," Months"," M"," 03/01/2011"," feb/2016"," BCB"
"2340","20884"," Average term to maturity of nonearmarked new credit operations - Households - Payroll-deducted personal loans - Total"," Months"," M"," 03/01/2011"," feb/2016"," BCB"
"2341","20885"," Average term to maturity of nonearmarked new credit operations - Households - Personal credit total"," Months"," M"," 03/01/2011"," feb/2016"," BCB"
"2342","20886"," Average term to maturity of nonearmarked new credit operations - Households - Vehicles financing"," Months"," M"," 03/01/2011"," feb/2016"," BCB"
"2343","20887"," Average term to maturity of nonearmarked new credit operations - Households - Other goods financing"," Months"," M"," 03/01/2011"," feb/2016"," BCB"
"2344","20888"," Average term to maturity of nonearmarked new credit operations - Households - Vehicles and other goods financing"," Months"," M"," 03/01/2011"," feb/2016"," BCB"
"2345","20889"," Average term to maturity of nonearmarked new credit operations - Households - Vehicles leasing"," Months"," M"," 03/01/2011"," feb/2016"," BCB"
"2346","20890"," Average term to maturity of nonearmarked new credit operations - Households - Other goods leasing"," Months"," M"," 03/01/2011"," feb/2016"," BCB"
"2347","20891"," Average term to maturity of nonearmarked new credit operations - Households - Vehicles and other goods leasing"," Months"," M"," 03/01/2011"," feb/2016"," BCB"
"2348","20892"," Average term to maturity of nonearmarked new credit operations - Households - Credit card financing"," Months"," M"," 03/01/2011"," feb/2016"," BCB"
"2349","20893"," Average term to maturity of nonearmarked new credit operations - Households - Discount of checks"," Months"," M"," 03/01/2011"," feb/2016"," BCB"
"2350","20894"," Average term to maturity of nonearmarked new credit operations - Households - Other nonearmarked credit instruments"," Months"," M"," 03/01/2011"," feb/2016"," BCB"
"2351","20895"," Average term to maturity of earmarked new credit operations - Total"," Months"," M"," 03/01/2011"," feb/2016"," BCB"
"2352","20896"," Average term to maturity of earmarked new credit operations - Non-financial corporations - Total"," Months"," M"," 03/01/2011"," feb/2016"," BCB"
"2353","20897"," Average term to maturity of earmarked new credit operations - Non-financial corporations - Rural credit - Market rates"," Months"," M"," 03/01/2011"," feb/2016"," BCB"
"2354","20898"," Average term to maturity of earmarked new credit operations - Non-financial corporations - Rural credit - Earmarked rates"," Months"," M"," 03/01/2011"," feb/2016"," BCB"
"2355","20899"," Average term to maturity of earmarked new credit operations - Non-financial corporations - Rural credit - Total"," Months"," M"," 03/01/2011"," feb/2016"," BCB"
"2356","20900"," Average term to maturity of earmarked new credit operations - Non-financial corporations - Real estate financing - Market rates"," Months"," M"," 03/01/2011"," feb/2016"," BCB"
"2357","20901"," Average term to maturity of earmarked new credit operations - Non-financial corporations - Real estate financing - Earmarked rates"," Months"," M"," 03/01/2011"," feb/2016"," BCB"
"2358","20902"," Average term to maturity of earmarked new credit operations - Non-financial corporations - Real estate financing - Total"," Months"," M"," 03/01/2011"," feb/2016"," BCB"
"2359","20903"," Average term to maturity of earmarked new credit operations - Non-financial corporations - BNDES funds - Working capital"," Months"," M"," 03/01/2011"," feb/2016"," BCB"
"2360","20904"," Average term to maturity of earmarked new credit operations - Non-financial corporations - BNDES funds - Fixed capital investment"," Months"," M"," 03/01/2011"," feb/2016"," BCB"
"2361","20905"," Average term to maturity of earmarked new credit operations - Non-financial corporations - BNDES funds - Agroindustry"," Months"," M"," 03/01/2011"," feb/2016"," BCB"
"2362","20906"," Average term to maturity of earmarked new credit operations - Non-financial corporations - BNDES funds - Total"," Months"," M"," 03/01/2011"," feb/2016"," BCB"
"2363","20907"," Average term to maturity of earmarked new credit operations - Non-financial corporations - Other earmarked credit instruments"," Months"," M"," 03/01/2011"," feb/2016"," BCB"
"2364","20908"," Average term to maturity of earmarked new credit operations - Households - Total"," Months"," M"," 03/01/2011"," feb/2016"," BCB"
"2365","20909"," Average term to maturity of earmarked new credit operations - Households - Rural credit - Market rates"," Months"," M"," 03/01/2011"," feb/2016"," BCB"
"2366","20910"," Average term to maturity of earmarked new credit operations - Households - Rural credit - Earmarked rates"," Months"," M"," 03/01/2011"," feb/2016"," BCB"
"2367","20911"," Average term to maturity of earmarked new credit operations - Households - Rural credit - Total"," Months"," M"," 03/01/2011"," feb/2016"," BCB"
"2368","20912"," Average term to maturity of earmarked new credit operations - Households - Real estate financing - Market rates"," Months"," M"," 03/01/2011"," feb/2016"," BCB"
"2369","20913"," Average term to maturity of earmarked new credit operations - Households - Real estate financing - Earmarked rates"," Months"," M"," 03/01/2011"," feb/2016"," BCB"
"2370","20914"," Average term to maturity of earmarked new credit operations - Households - Real estate financing - Total"," Months"," M"," 03/01/2011"," feb/2016"," BCB"
"2371","20915"," Average term to maturity of earmarked new credit operations - Households - BNDES funds - Working capital"," Months"," M"," 03/01/2011"," feb/2016"," BCB"
"2372","20916"," Average term to maturity of earmarked new credit operations - Households - BNDES funds - Fixed capital investment"," Months"," M"," 03/01/2011"," feb/2016"," BCB"
"2373","20917"," Average term to maturity of earmarked new credit operations - Households - BNDES funds - Agroindustry"," Months"," M"," 03/01/2011"," feb/2016"," BCB"
"2374","20918"," Average term to maturity of earmarked new credit operations - Households - BNDES funds - Total"," Months"," M"," 03/01/2011"," feb/2016"," BCB"
"2375","20919"," Average term to maturity of earmarked new credit operations - Households - Microcredit - Consumers"," Months"," M"," 03/01/2011"," feb/2016"," BCB"
"2376","20920"," Average term to maturity of earmarked new credit operations - Households - Microcredit - Entrepreneurs"," Months"," M"," 03/01/2011"," feb/2016"," BCB"
"2377","20922"," Average term to maturity of earmarked new credit operations - Households - Microcredit - Total"," Months"," M"," 03/01/2011"," feb/2016"," BCB"
"2378","20923"," Average term to maturity of earmarked new credit operations - Households - Other earmarked credit instruments"," Months"," M"," 03/01/2011"," feb/2016"," BCB"
"2379","20924"," Average remaining maturity of outstanding credit operations - Total"," Months"," M"," 03/01/2011"," feb/2016"," BCB"
"2380","20925"," Average remaining maturity of outstanding credit operations - Non-financial corporations - Total"," Months"," M"," 03/01/2011"," feb/2016"," BCB"
"2381","20926"," Average remaining maturity of outstanding credit operations - Households - Total"," Months"," M"," 03/01/2011"," feb/2016"," BCB"
"2382","20927"," Average remaining maturity of nonearmarked outstanding credit operations - Total"," Months"," M"," 03/01/2011"," feb/2016"," BCB"
"2383","20928"," Average remaining maturity of nonearmarked outstanding credit operations - Non-financial corporations - Total"," Months"," M"," 03/01/2011"," feb/2016"," BCB"
"2384","20929"," Average remaining maturity of nonearmarked outstanding credit operations - Non-financial corporations - Discount of trade bills"," Months"," M"," 03/01/2011"," feb/2016"," BCB"
"2385","20930"," Average remaining maturity of nonearmarked outstanding credit operations - Non-financial corporations - Discount of checks"," Months"," M"," 03/01/2011"," feb/2016"," BCB"
"2386","20931"," Average remaining maturity of nonearmarked outstanding credit operations - Non-financial corporations - Discount of credit card bills"," Months"," M"," 03/01/2011"," feb/2016"," BCB"
"2387","20932"," Average remaining maturity of nonearmarked outstanding credit operations - Non-financial corporations - Working capital up to 365 days"," Months"," M"," 03/01/2011"," feb/2016"," BCB"
"2388","20933"," Average remaining maturity of nonearmarked outstanding credit operations - Non-financial corporations - Working capital over 365 days"," Months"," M"," 03/01/2011"," feb/2016"," BCB"
"2389","20934"," Average remaining maturity of nonearmarked outstanding credit operations - Non-financial corporations - Working capital revolving credit"," Months"," M"," 03/01/2011"," feb/2016"," BCB"
"2390","20935"," Average remaining maturity of nonearmarked outstanding credit operations - Non-financial corporations - Working capital total"," Months"," M"," 03/01/2011"," feb/2016"," BCB"
"2391","20936"," Average remaining maturity of nonearmarked outstanding credit operations - Non-financial corporations - Guaranteed overdraft accounts"," Months"," M"," 03/01/2011"," feb/2016"," BCB"
"2392","20937"," Average remaining maturity of nonearmarked outstanding credit operations - Non-financial corporations - Overdraft"," Months"," M"," 03/01/2011"," feb/2016"," BCB"
"2393","20938"," Average remaining maturity of nonearmarked outstanding credit operations - Non-financial corporations - Vehicles financing"," Months"," M"," 03/01/2011"," feb/2016"," BCB"
"2394","20939"," Average remaining maturity of nonearmarked outstanding credit operations - Non-financial corporations - Other goods financing"," Months"," M"," 03/01/2011"," feb/2016"," BCB"
"2395","20940"," Average remaining maturity of nonearmarked outstanding credit operations - Non-financial corporations - Vehicles and other goods financing"," Months"," M"," 03/01/2011"," feb/2016"," BCB"
"2396","20941"," Average remaining maturity of nonearmarked outstanding credit operations - Non-financial corporations - Vehicles leasing"," Months"," M"," 03/01/2011"," feb/2016"," BCB"
"2397","20942"," Average remaining maturity of nonearmarked outstanding credit operations - Non-financial corporations - Other goods leasing"," Months"," M"," 03/01/2011"," feb/2016"," BCB"
"2398","20943"," Average remaining maturity of nonearmarked outstanding credit operations - Non-financial corporations - Vehicles and other goods leasing"," Months"," M"," 03/01/2011"," feb/2016"," BCB"
"2399","20944"," Average remaining maturity of nonearmarked outstanding credit operations - Non-financial corporations - Vendor"," Months"," M"," 03/01/2011"," feb/2016"," BCB"
"2400","20945"," Average remaining maturity of nonearmarked outstanding credit operations - Non-financial corporations - Compror"," Months"," M"," 03/01/2011"," feb/2016"," BCB"
"2401","20946"," Average remaining maturity of nonearmarked outstanding credit operations - Non-financial corporations - Credit card revolving credit"," Months"," M"," 03/01/2011"," feb/2016"," BCB"
"2402","20947"," Average remaining maturity of nonearmarked outstanding credit operations - Non-financial corporations - Credit card financing"," Months"," M"," 03/01/2011"," feb/2016"," BCB"
"2403","20948"," Average remaining maturity of nonearmarked outstanding credit operations - Non-financial corporations - Credit card total"," Months"," M"," 03/01/2011"," feb/2016"," BCB"
"2404","20949"," Average remaining maturity of nonearmarked outstanding credit operations - Non-financial corporations - Advances on exchange contracts"," Months"," M"," 03/01/2011"," feb/2016"," BCB"
"2405","20950"," Average remaining maturity of nonearmarked outstanding credit operations - Non-financial corporations - Imports financing"," Months"," M"," 03/01/2011"," feb/2016"," BCB"
"2406","20951"," Average remaining maturity of nonearmarked outstanding credit operations - Non-financial corporations - Exports financing"," Months"," M"," 03/01/2011"," feb/2016"," BCB"
"2407","20952"," Average remaining maturity of nonearmarked outstanding credit operations - Non-financial corporations - Foreign on lendings"," Months"," M"," 03/01/2011"," feb/2016"," BCB"
"2408","20953"," Average remaining maturity of nonearmarked outstanding credit operations - Non-financial corporations - Other nonearmarked credit instruments"," Months"," M"," 03/01/2011"," feb/2016"," BCB"
"2409","20954"," Average remaining maturity of nonearmarked outstanding credit operations - Households - Total"," Months"," M"," 03/01/2011"," feb/2016"," BCB"
"2410","20955"," Average remaining maturity of nonearmarked outstanding credit operations - Households - Overdraft"," Months"," M"," 03/01/2011"," feb/2016"," BCB"
"2411","20956"," Average remaining maturity of nonearmarked outstanding credit operations - Households - Personal credit"," Months"," M"," 03/01/2011"," feb/2016"," BCB"
"2412","20957"," Average remaining maturity of nonearmarked outstanding credit operations - Households - Personal credit - renegotiation"," Months"," M"," 03/01/2011"," feb/2016"," BCB"
"2413","20958"," Average remaining maturity of nonearmarked outstanding credit operations - Households - Payroll-deducted personal loans - Private sector employees"," Months"," M"," 03/01/2011"," feb/2016"," BCB"
"2414","20959"," Average remaining maturity of nonearmarked outstanding credit operations - Households - Payroll-deducted personal loans - Public sector employees"," Months"," M"," 03/01/2011"," feb/2016"," BCB"
"2415","20960"," Average remaining maturity of nonearmarked outstanding credit operations - Households - Payroll-deducted personal loans - Retirees and pensioners"," Months"," M"," 03/01/2011"," feb/2016"," BCB"
"2416","20961"," Average remaining maturity of nonearmarked outstanding credit operations - Households - Payroll-deducted personal loans - Total"," Months"," M"," 03/01/2011"," feb/2016"," BCB"
"2417","20962"," Average remaining maturity of nonearmarked outstanding credit operations - Households - Personal credit total"," Months"," M"," 03/01/2011"," feb/2016"," BCB"
"2418","20963"," Average remaining maturity of nonearmarked outstanding credit operations - Households - Vehicles financing"," Months"," M"," 03/01/2011"," feb/2016"," BCB"
"2419","20964"," Average remaining maturity of nonearmarked outstanding credit operations - Households - Other goods financing"," Months"," M"," 03/01/2011"," feb/2016"," BCB"
"2420","20965"," Average remaining maturity of nonearmarked outstanding credit operations - Households - Vehicles and other goods financing"," Months"," M"," 03/01/2011"," feb/2016"," BCB"
"2421","20966"," Average remaining maturity of nonearmarked outstanding credit operations - Households - Vehicles leasing"," Months"," M"," 03/01/2011"," feb/2016"," BCB"
"2422","20967"," Average remaining maturity of nonearmarked outstanding credit operations - Households - Other goods leasing"," Months"," M"," 03/01/2011"," feb/2016"," BCB"
"2423","20968"," Average remaining maturity of nonearmarked outstanding credit operations - Households - Vehicles and other goods leasing"," Months"," M"," 03/01/2011"," feb/2016"," BCB"
"2424","20969"," Average remaining maturity of nonearmarked outstanding credit operations - Households - Credit card revolving credit"," Months"," M"," 03/01/2011"," feb/2016"," BCB"
"2425","20970"," Average remaining maturity of nonearmarked outstanding credit operations - Households - Credit card financing"," Months"," M"," 03/01/2011"," feb/2016"," BCB"
"2426","20971"," Average remaining maturity of nonearmarked outstanding credit operations - Households - Credit card total"," Months"," M"," 03/01/2011"," feb/2016"," BCB"
"2427","20972"," Average remaining maturity of nonearmarked outstanding credit operations - Households - Discount of checks"," Months"," M"," 03/01/2011"," feb/2016"," BCB"
"2428","20973"," Average remaining maturity of nonearmarked outstanding credit operations - Households - Other nonearmarked credit instruments"," Months"," M"," 03/01/2011"," feb/2016"," BCB"
"2429","20974"," Average remaining maturity of earmarked outstanding credit operations - Total"," Months"," M"," 03/01/2011"," feb/2016"," BCB"
"2430","20975"," Average remaining maturity of earmarked outstanding credit operations - Non-financial corporations - Total"," Months"," M"," 03/01/2011"," feb/2016"," BCB"
"2431","20976"," Average remaining maturity of earmarked outstanding credit operations - Non-financial corporations - Rural credit - Market rates"," Months"," M"," 03/01/2011"," feb/2016"," BCB"
"2432","20977"," Average remaining maturity of earmarked outstanding credit operations - Non-financial corporations - Rural credit - Earmarked rates"," Months"," M"," 03/01/2011"," feb/2016"," BCB"
"2433","20978"," Average remaining maturity of earmarked outstanding credit operations - Non-financial corporations - Rural credit - Total"," Months"," M"," 03/01/2011"," feb/2016"," BCB"
"2434","20979"," Average remaining maturity of earmarked outstanding credit operations - Non-financial corporations - Real estate financing - Market rates"," Months"," M"," 03/01/2011"," feb/2016"," BCB"
"2435","20980"," Average remaining maturity of earmarked outstanding credit operations - Non-financial corporations - Real estate financing - Earmarked rates"," Months"," M"," 03/01/2011"," feb/2016"," BCB"
"2436","20981"," Average remaining maturity of earmarked outstanding credit operations - Non-financial corporations - Real estate financing - Total"," Months"," M"," 03/01/2011"," feb/2016"," BCB"
"2437","20982"," Average remaining maturity of earmarked outstanding credit operations - Non-financial corporations - BNDES funds - Working capital"," Months"," M"," 03/01/2011"," feb/2016"," BCB"
"2438","20983"," Average remaining maturity of earmarked outstanding credit operations - Non-financial corporations - BNDES funds - Fixed capital investment"," Months"," M"," 03/01/2011"," feb/2016"," BCB"
"2439","20984"," Average remaining maturity of earmarked outstanding credit operations - Non-financial corporations - BNDES funds - Agroindustry"," Months"," M"," 03/01/2011"," feb/2016"," BCB"
"2440","20985"," Average remaining maturity of earmarked outstanding credit operations - Non-financial corporations - BNDES funds - Total"," Months"," M"," 03/01/2011"," feb/2016"," BCB"
"2441","20986"," Average remaining maturity of earmarked outstanding credit operations - Non-financial corporations - Other earmarked credit instruments"," Months"," M"," 03/01/2011"," feb/2016"," BCB"
"2442","20987"," Average remaining maturity of earmarked outstanding credit operations - Households - Total"," Months"," M"," 03/01/2011"," feb/2016"," BCB"
"2443","20988"," Average remaining maturity of earmarked outstanding credit operations - Households - Rural credit - Market rates"," Months"," M"," 03/01/2011"," feb/2016"," BCB"
"2444","20989"," Average remaining maturity of earmarked outstanding credit operations - Households - Rural credit - Earmarked rates"," Months"," M"," 03/01/2011"," feb/2016"," BCB"
"2445","20990"," Average remaining maturity of earmarked outstanding credit operations - Households - Rural credit - Total"," Months"," M"," 03/01/2011"," feb/2016"," BCB"
"2446","20991"," Average remaining maturity of earmarked outstanding credit operations - Households - Real estate financing - Market rates"," Months"," M"," 03/01/2011"," feb/2016"," BCB"
"2447","20992"," Average remaining maturity of earmarked outstanding credit operations - Households - Real estate financing - Earmarked rates"," Months"," M"," 03/01/2011"," feb/2016"," BCB"
"2448","20993"," Average remaining maturity of earmarked outstanding credit operations - Households - Real estate financing - Total"," Months"," M"," 03/01/2011"," feb/2016"," BCB"
"2449","20994"," Average remaining maturity of earmarked outstanding credit operations - Households - BNDES funds - Working capital"," Months"," M"," 03/01/2011"," feb/2016"," BCB"
"2450","20995"," Average remaining maturity of earmarked outstanding credit operations - Households - BNDES funds - Fixed capital investment"," Months"," M"," 03/01/2011"," feb/2016"," BCB"
"2451","20996"," Average remaining maturity of earmarked outstanding credit operations - Households - BNDES funds - Agroindustry"," Months"," M"," 03/01/2011"," feb/2016"," BCB"
"2452","20997"," Average remaining maturity of earmarked outstanding credit operations - Households - BNDES funds - Total"," Months"," M"," 03/01/2011"," feb/2016"," BCB"
"2453","20998"," Average remaining maturity of earmarked outstanding credit operations - Households - Microcredit - Consumers"," Months"," M"," 03/01/2011"," feb/2016"," BCB"
"2454","20999"," Average remaining maturity of earmarked outstanding credit operations - Households - Microcredit - Entrepreneurs"," Months"," M"," 03/01/2011"," feb/2016"," BCB"
"2455","21001"," Average remaining maturity of earmarked outstanding credit operations - Households - Microcredit - Total"," Months"," M"," 03/01/2011"," feb/2016"," BCB"
"2456","21002"," Average remaining maturity of earmarked outstanding credit operations - Households - Other earmarked credit instruments"," Months"," M"," 03/01/2011"," feb/2016"," BCB"
"2457","21003"," Percent of arrears from 15 to 90 days of credit operations outstanding - Total"," %"," M"," 03/01/2011"," feb/2016"," BCB"
"2458","21004"," Percent of arrears from 15 to 90 days of credit operations outstanding - Non-financial corporations - Total"," %"," M"," 03/01/2011"," feb/2016"," BCB"
"2459","21005"," Percent of arrears from 15 to 90 days of credit operations outstanding - Households - Total"," %"," M"," 03/01/2011"," feb/2016"," BCB"
"2460","21006"," Percent of arrears from 15 to 90 days of nonearmarked credit operations outstanding - Total"," %"," M"," 03/01/2011"," feb/2016"," BCB"
"2461","21007"," Percent of arrears from 15 to 90 days of nonearmarked credit operations outstanding - Non-financial corporations - Total"," %"," M"," 03/01/2011"," feb/2016"," BCB"
"2462","21008"," Percent of arrears from 15 to 90 days of nonearmarked credit operations outstanding - Non-financial corporations - Discount of trade bills"," %"," M"," 03/01/2011"," feb/2016"," BCB"
"2463","21009"," Percent of arrears from 15 to 90 days of nonearmarked credit operations outstanding - Non-financial corporations - Discount of checks"," %"," M"," 03/01/2011"," feb/2016"," BCB"
"2464","21010"," Percent of arrears from 15 to 90 days of nonearmarked credit operations outstanding - Non-financial corporations - Discount of credit card bills"," %"," M"," 03/01/2011"," feb/2016"," BCB"
"2465","21011"," Percent of arrears from 15 to 90 days of nonearmarked credit operations outstanding - Non-financial corporations - Working capital up to 365 days"," %"," M"," 03/01/2011"," feb/2016"," BCB"
"2466","21012"," Percent of arrears from 15 to 90 days of nonearmarked credit operations outstanding - Non-financial corporations - Working capital over 365 days"," %"," M"," 03/01/2011"," feb/2016"," BCB"
"2467","21013"," Percent of arrears from 15 to 90 days of nonearmarked credit operations outstanding - Non-financial corporations - Working capital revolving credit"," %"," M"," 03/01/2011"," feb/2016"," BCB"
"2468","21014"," Percent of arrears from 15 to 90 days of nonearmarked credit operations outstanding - Non-financial corporations - Working capital total"," %"," M"," 03/01/2011"," feb/2016"," BCB"
"2469","21015"," Percent of arrears from 15 to 90 days of nonearmarked credit operations outstanding - Non-financial corporations - Guaranteed overdraft accounts"," %"," M"," 03/01/2011"," feb/2016"," BCB"
"2470","21016"," Percent of arrears from 15 to 90 days of nonearmarked credit operations outstanding - Non-financial corporations - Overdraft"," %"," M"," 03/01/2011"," feb/2016"," BCB"
"2471","21017"," Percent of arrears from 15 to 90 days of nonearmarked credit operations outstanding - Non-financial corporations - Vehicles financing"," %"," M"," 03/01/2011"," feb/2016"," BCB"
"2472","21018"," Percent of arrears from 15 to 90 days of nonearmarked credit operations outstanding - Non-financial corporations - Other goods financing"," %"," M"," 03/01/2011"," feb/2016"," BCB"
"2473","21019"," Percent of arrears from 15 to 90 days of nonearmarked credit operations outstanding - Non-financial corporations - Vehicles and other goods financing"," %"," M"," 03/01/2011"," feb/2016"," BCB"
"2474","21020"," Percent of arrears from 15 to 90 days of nonearmarked credit operations outstanding - Non-financial corporations - Vehicles leasing"," %"," M"," 03/01/2011"," feb/2016"," BCB"
"2475","21021"," Percent of arrears from 15 to 90 days of nonearmarked credit operations outstanding - Non-financial corporations - Other goods leasing"," %"," M"," 03/01/2011"," feb/2016"," BCB"
"2476","21022"," Percent of arrears from 15 to 90 days of nonearmarked credit operations outstanding - Non-financial corporations - Vehicles and other goods leasing"," %"," M"," 03/01/2011"," feb/2016"," BCB"
"2477","21023"," Percent of arrears from 15 to 90 days of nonearmarked credit operations outstanding - Non-financial corporations - Vendor"," %"," M"," 03/01/2011"," feb/2016"," BCB"
"2478","21024"," Percent of arrears from 15 to 90 days of nonearmarked credit operations outstanding - Non-financial corporations - Compror"," %"," M"," 03/01/2011"," feb/2016"," BCB"
"2479","21025"," Percent of arrears from 15 to 90 days of nonearmarked credit operations outstanding - Non-financial corporations - Credit card revolving credit"," %"," M"," 03/01/2011"," feb/2016"," BCB"
"2480","21026"," Percent of arrears from 15 to 90 days of nonearmarked credit operations outstanding - Non-financial corporations - Credit card financing"," %"," M"," 03/01/2011"," feb/2016"," BCB"
